scene,item,vector
scene_1,item_9241,"[-0.04358934132994726, 0.0054486676662433885, 0.6102507786192618, -0.003632445110828977, -0.37595806897079515, -0.06356778943950638, 0.5484992117351696, 0.088994905215309, -0.3941202945249398, -0.1271355788790128]"
scene_2,item_9242,"[-0.3300218388998224, 0.010353763342310864, 0.07937885229104988, 0.49352938598348395, 0.6039695283014663, 0.43485806037705577, 0.12769641455516714, 0.024158781132058667, 0.08283010673848681, -0.2519415746628974]"
scene_0,item_9243,"[0.6574665981956646, 0.22088687019209713, -0.2750114675239355, -0.049736116467094714, 0.5529485889577002, 0.08191830947521479, 0.21503556237243893, 0.05558742428675294, -0.2135727354175244, 0.18285336936431884]"
scene_1,item_9244,"[-0.1333754765897869, -0.25144557062009004, 0.6034693694882161, 0.09839174502525265, -0.22958073839225612, 0.3061076511896748, -0.4372966445566783, 0.4088723626604942, 0.15742679204040425, -0.12462954369865335]"
scene_2,item_9245,"[-0.3002577981748773, -0.1207222075136104, -0.08667235411233568, 0.4674116239629534, 0.28787603330168665, -0.6500426558425179, 0.31263956304806817, -0.19810823797105312, 0.16096294335148068, -0.03095441218297711]"
scene_0,item_9246,"[0.26029923253123477, 0.2763801565233773, -0.15675292459534834, -0.37125692667319354, -0.010312692407588699, 0.49088415860122253, 0.42488292719265475, -0.5032593894903289, -0.13406500129865317, -0.024750461778212895]"
scene_1,item_9247,"[0.2126890786922187, 0.43955742929725206, 0.4165161124389284, 0.15774440003006218, 0.1276134472153312, -0.26408893937617156, -0.310171573092819, 0.21977871464862606, -0.3491645708530591, 0.45905392817737206]"
scene_2,item_9248,"[0.7036692688482747, -0.42573774356210975, 0.12409396112796925, -0.25964274943698173, -0.0725472388132743, 0.030546205816115498, -0.3474630911583138, 0.01909137863507217, 0.10882085821991143, -0.3188260232057055]"
scene_0,item_9249,"[0.5682744811735593, 0.27431095147427437, 0.22961984140262295, 0.445370027955423, 0.11403938432076575, -0.46848611937179446, -0.12020367536513145, 0.14023762125932004, 0.21266804103061718, 0.19725731341970293]"
scene_1,item_9250,"[0.11591692944684637, -0.3649894742358269, 0.272432334836311, -0.13796252853890106, 0.4313511968241591, 0.0576299169846043, -0.6775881148492864, 0.21130969561021556, 0.23575875130065377, 0.1065280283654806]"
scene_2,item_9251,"[-0.22326245750788334, -0.01734077339867052, 0.48987684851244306, -0.008670386699335276, 0.6806253558978191, -0.16690494396220404, 0.026011160098005793, -0.18641331403570838, -0.08020107696885131, -0.42051375491776083]"
scene_0,item_9252,"[0.2696211521930359, -0.025551428559230083, 0.2531914284505522, 0.1486628570718838, 0.08362285710293468, -0.6411085711224992, -0.3600428569709688, 0.28106571415153037, -0.2160257141825813, 0.40882285694768067]"
scene_1,item_9253,"[-0.1252643376023953, 0.07849130563685898, -0.16063336967543232, -0.3157906017482931, 0.14785571526943198, 0.014603033606857432, 0.17888716168400418, -0.600549757082014, -0.6516603747060152, -0.11499888965400269]"
scene_2,item_9254,"[0.18227646903475064, -0.15020931244530378, 0.31898382081081367, -0.41856078074646447, 0.1417705870270283, -0.529951956267701, 0.3578019577348809, 0.059071077927928414, 0.17383774361647514, -0.45231568241956643]"
scene_0,item_9255,"[0.061061177635542786, -0.4506414506057441, -0.12920489143241617, 0.08508614801646917, -0.7058998946551516, 0.25525844404940745, 0.3245878979887527, -0.23635041115685876, -0.12920489143241617, 0.16702095721751345]"
scene_1,item_9256,"[0.6173115547580552, 0.26866383280167855, -0.23584992955872539, 0.15586604040402727, 0.5906502583731559, 0.24815514327483282, 0.18662907469429574, 0.022559558479530235, 0.10459431658691298, -0.10049257868154383]"
scene_2,item_9257,"[0.3839756033995785, -0.37637212610453724, 0.636791223459697, -0.21289736426115244, -0.026612170532644062, -0.3554625635431741, 0.0760347729504116, 0.3193460463917286, 0.12735824469193935, 0.09504346618801442]"
scene_0,item_9258,"[0.23263821957153136, 0.15861696788968052, -0.2093743976143783, 0.5477572624456967, 0.027493607767544642, 0.09939996654419973, -0.10151485944939552, 0.317233935779361, -0.010574464525978752, -0.6746508367574411]"
scene_1,item_9259,"[-0.3793288451713152, -0.08621110117529891, -0.45260828117031926, 0.14440359446862566, -0.1400930394098607, -0.36639717999502036, -0.6207199284621522, 0.22414886305577714, 0.14655887199800813, 0.10991915399850609]"
scene_2,item_9260,"[-0.06347905218812609, -0.09521857828218913, 0.5932849877582549, -0.17578814452096442, 0.20264466660055616, 0.16113913247755068, 0.1733466425137288, -0.3540177910491645, -0.007324506021706859, -0.6177000078306111]"
scene_0,item_9261,"[-0.1255587981567376, 0.19531368602159188, 0.2762293559448228, 0.3599352213826479, -0.4882842150539796, -0.4296901092475021, 0.09486664749620174, 0.061384301321071755, -0.4743332374810088, 0.2818097469740112]"
scene_1,item_9262,"[-0.4136955382257466, -0.036444182973187335, 0.47149661721561115, 0.535273937418689, -0.23460942788989347, 0.029610898665714702, 0.0, -0.21638733640329982, -0.3758306369109944, -0.27333137229890503]"
scene_2,item_9263,"[0.264966470174142, 0.049459518065817575, -0.413132445020359, -0.4160418284359953, -0.052368901481453935, 0.43640751234544956, 0.09891903613163519, 0.39567614452654093, -0.16874423810690725, -0.4422262791767223]"
scene_0,item_9264,"[0.6955595354178802, -0.19998770513062275, 0.16550706631499806, 0.46204056012936967, -0.14309465108484212, -0.09654578868374887, -0.14826674690718583, -0.313773813222184, 0.23274431200546605, 0.17585125795968548]"
scene_1,item_9265,"[0.3792011163920155, -0.09001238621426629, 0.39643753077347077, 0.134061000744652, 0.16470351520057241, -0.28152810156376906, -0.34664344478260006, 0.20300665827047296, 0.208752129730958, 0.6013593461974388]"
scene_2,item_9266,"[0.13776361313726748, -0.18070284846372375, -0.8002554717679194, 0.1886458308137775, 0.18268859405123714, 0.05361513086286312, 0.2422609616766406, -0.2879331101894499, 0.03177192940021516, -0.3058048204770709]"
scene_0,item_9267,"[0.06014566727689146, 0.5187690400501377, -0.24728886883219003, -0.5725274897962661, -0.02419130238575775, 0.037630914822289765, -0.13977196933993352, -0.5563999548724275, -0.016127534923838498, 0.08332559710649874]"
scene_1,item_9268,"[-0.1406851081534048, 0.20639789393164817, 0.3031469067121084, 0.4063458536779325, 0.4643952613462086, -0.1902730584682383, 0.07094927603900411, -0.029024703834138074, -0.3998959194925685, -0.5127697677364387]"
scene_2,item_9269,"[-0.40729557550512824, 0.40332196013434646, 0.2682190375277674, -0.21060161465143215, 0.5523325365386618, -0.05563061519094432, 0.17483907631439655, -0.30199476817941207, 0.20265438390986867, -0.2900739220670669]"
scene_0,item_9270,"[0.2594377411883694, -0.08333699904212154, 0.3424063656295864, 0.24095262766526448, -0.15761562862314293, -0.03804515173662072, -0.2500109971263646, -0.6830010573669527, -0.4166849952106077, 0.1467455852698227]"
scene_1,item_9271,"[0.2981916434158877, 0.5618342306843549, -0.379617723435375, 0.31736041679197347, 0.15032861848040843, -0.0045554126812245264, 0.14729167669292548, 0.3082495914295245, -0.17462415278027252, 0.42517185024762]"
scene_2,item_9272,"[0.266931146204894, -0.19133073191918762, -0.3694662409473968, -0.3232829608289722, -0.3408765913502768, 0.2639044578195691, -0.4068527058051691, -0.3782630562080491, -0.11655780220364305, 0.3782630562080491]"
scene_0,item_9273,"[-0.488953954327619, 0.2735557365621481, -0.1464707880805202, -0.2089362712325068, -0.10554512670508076, 0.09477521581680722, 0.28432564745042166, 0.3640229880236459, 0.5492654553019509, -0.2929415761610405]"
scene_1,item_9274,"[0.24937817916257873, 0.013396903514771076, 0.4554947195022169, 0.5653493283233398, -0.30544940013678074, 0.13128965444475657, -0.23310612115701684, 0.431380293175629, 0.23310612115701684, 0.07234327897976384]"
scene_2,item_9275,"[0.6298751667028891, -0.462382618062723, 0.22373352486905954, 0.146669755191939, -0.16407125157064364, -0.28090987011337476, 0.16655717962474437, -0.029831136649207904, 0.24610687735596548, -0.3505158556281933]"
scene_0,item_9276,"[-0.026016172270921706, 0.366394426148814, -0.12574483264278824, 0.5593477038248167, 0.20379334945555333, 0.09322461730413609, 0.5615157181807268, 0.3295381820983417, -0.15826504798144037, -0.19295327767600265]"
scene_1,item_9277,"[0.3015549330124512, 0.11323919858041744, -0.116106013734352, -0.2580133638541156, -0.24511269566140984, 0.39562049124297727, 0.2608801790080503, -0.5862636989796294, -0.2709140320468214, -0.33828418816428496]"
scene_2,item_9278,"[0.4834458794978466, -0.06231919540401926, 0.42679206549419285, -0.17184990247775017, 0.17751528387811555, 0.3134844374868849, 0.37958055382448114, -0.4135728422266735, 0.0717614977379616, -0.31726135842046194]"
scene_0,item_9279,"[0.48153507481917174, -0.07455972853440074, -0.05799089997120052, 0.3893674712352036, 0.18778005704960168, 0.3148077427008029, 0.4473583712064041, -0.0828441428160007, -0.20158741418560183, 0.4749730854784044]"
scene_1,item_9280,"[-0.3000983902187529, -0.2336480323846005, 0.11575223622723324, -0.15433631496964437, -0.34725670868169983, 0.023579159231473416, 0.7180925765948728, -0.36011806826250337, 0.22721735259419856, -0.004287119860267913]"
scene_2,item_9281,"[-0.047942996766176874, -0.3543612804456552, 0.3293475430024324, -0.1375755559377249, -0.23971498383088435, -0.3189251524010896, -0.6399347829224478, -0.22303915886873588, 0.32309410864162674, 0.14799794653906775]"
scene_0,item_9282,"[0.6311605592768407, 0.1813848893462038, -0.049760456369312554, 0.008025880059566557, 0.30819379428735516, -0.26966957000143577, 0.14928136910793763, -0.46229069143103274, 0.4028991789902403, 0.012841408095306464]"
scene_1,item_9283,"[0.3487813939627198, -0.39362471604364085, -0.19930365369298267, -0.21674272339111872, 0.1395125575850879, 0.2117601320487942, -0.2989554805394741, 0.37120305500318035, 0.2117601320487942, -0.5480850476557024]"
scene_2,item_9284,"[0.6541850432190127, -0.37736103833493306, 0.18544599598173855, -0.05390871976213334, -0.034501580647765366, 0.32560866736328514, 0.11644283468620792, -0.23935471574387185, 0.25876185485823977, -0.383830084706389]"
scene_0,item_9285,"[0.33797942006751897, 0.4065815833525245, 0.11784973430507947, 0.46550645050506423, 0.22784281965648712, -0.23962779308699508, -0.10802892311298959, 0.12374222102033348, 0.44979315259772035, 0.3889041232067625]"
scene_1,item_9286,"[0.215640190045669, 0.26297584151910847, -0.42076134643057367, 0.02892734256710187, -0.2682353583494907, -0.19460212272414035, 0.4181315880153825, -0.5180624077926437, -0.22089970687605115, 0.32346028506850344]"
scene_2,item_9287,"[0.2465465019303636, -0.151905934950224, 0.244281165663198, -0.4782984168027322, 0.7041045363233355, -0.13137810590289645, 0.0225806119520603, -0.33255083056670653, -0.05747792133251718, 0.01642226323786208]"
scene_0,item_9288,"[-0.25111380960503377, -0.617872136791333, -0.013216516295001778, -0.13877342109751872, 0.042953677958755765, 0.16520645368752224, 0.22468077701503011, 0.33702116552254535, 0.2511138096050338, -0.528660651800071]"
scene_1,item_9289,"[-0.19315493983952486, -0.5900005435098213, 0.0702381599416454, -0.0070238159941646144, 0.5548814635389987, -0.3722622476907206, -0.01404763198832913, -0.22827401981034753, 0.2282740198103476, -0.24232165179867657]"
scene_2,item_9290,"[0.27654921901733714, -0.35470443308745425, 0.20440594449107535, -0.4368676068534748, 0.228453702666496, -0.16432634753204095, 0.18436614601155818, -0.3466885136956474, 0.5751422163621434, -0.03005969771927585]"
scene_0,item_9291,"[0.316553493228984, -0.21724259339243995, 0.347588149427904, 0.015517328099459946, 0.3941401337262841, 0.21413912777254795, -0.20793219653276399, 0.49034756794293605, -0.16448367785427595, -0.4686233086036921]"
scene_1,item_9292,"[0.6270903583663197, -0.1855397138734438, 0.14985899966701233, -0.09990599977800822, -0.34253485638174247, 0.10846937118755177, 0.615135512918879, -0.17697634246390026, 0.03139902850165974, 0.009990599977800826]"
scene_2,item_9293,"[0.4822121490030114, 0.14272587133827377, 0.17602857465053767, 0.1918870047992348, 0.07294877868400657, 0.46623784637169446, 0.1855436327397559, -0.3726731084943816, -0.20774543494793182, 0.49002549159474007]"
scene_0,item_9294,"[-0.3315961292293596, 0.37484779825927594, -0.3982757856504807, 0.5154157226065045, -0.11353563120353072, -0.13155715996599585, 0.2955530717044292, 0.2432906382932801, 0.3189810590956339, -0.21625834514958234]"
scene_1,item_9295,"[0.33110225400942445, 0.39437365854394574, 0.2844984103923987, -0.5258315447252611, -0.3217775124438164, 0.24721930834098094, -0.02746881203788676, -0.1393061181921401, -0.29627075840863587, 0.32373957044652263]"
scene_2,item_9296,"[-0.454014494868335, -0.21691803643709337, 0.40104613713369586, 0.13368204571123193, -0.24718566942831566, 0.32537705465564, 0.43888067837272376, 0.43888067837272376, -0.1210705319648893, -0.035312238489759395]"
scene_0,item_9297,"[-0.39646691540214724, -0.169251958037174, -0.14374823833294226, 0.6816448720949198, -0.3153187163432282, -0.12520007854804652, -0.3199557562894521, 0.10897043873626266, -0.07651115911269507, -0.30604463645078034]"
scene_1,item_9298,"[0.29811565451647687, 0.18413025720135343, -0.5611588790898389, -0.21627998464920875, -0.34487889444063013, 0.32441997697381303, -0.41794645682211956, 0.23089349712550658, 0.0672221573909702, 0.24258430710654497]"
scene_2,item_9299,"[-0.33818567383878984, 0.05166725572537065, 0.10333451145074134, -0.04462172085372925, -0.48614190614326036, 0.2606847902507338, 0.2536392553790924, 0.615310045456687, -0.31470055759998505, -0.15500176717611194]"
scene_0,item_9300,"[-0.06573655942427677, -0.2829530166523217, -0.3629801324731804, 0.0, 0.3258246858420674, 0.3115341294454854, 0.4601559159699373, -0.0914595609381241, 0.017148667675898305, -0.60020336865644]"
scene_1,item_9301,"[0.6294365236500004, -0.29178528802352666, 0.09389130555212491, -0.30189665939067856, 0.538791645706809, -0.040445485468607656, -0.1632264234983095, 0.13867023589236913, -0.2368949863161305, 0.15744849700279406]"
scene_2,item_9302,"[-0.1595682903543126, 0.3595905134745072, -0.8113260960268569, 0.09439250978705815, -0.3550956320560759, 0.03146416992901943, 0.05618601773039177, 0.09439250978705813, 0.13259900184372456, 0.14608364609901855]"
scene_0,item_9303,"[0.6699796692047443, 0.0741667307247917, 0.16481495716620392, -0.0844676655476795, -0.022662056610353008, 0.5212273020381196, 0.18953720074113445, -0.22868075306810778, 0.06386579590190394, -0.383194775411424]"
scene_1,item_9304,"[-0.33226083589074584, -0.031219138942754694, 0.20738428011972726, 0.04905864691004297, -0.05128858540595407, -0.42368831422309877, -0.4749768996290529, -0.11595680178737437, -0.6399923483264702, -0.11149692479555236]"
scene_2,item_9305,"[0.5595557318304546, -0.12969596220693064, -0.015439995500825102, 0.3427679001183165, 0.33041590371765645, -0.2068959397110559, -0.16057595320858067, -0.36747189291963667, 0.19763194241056092, -0.447759869523927]"
scene_0,item_9306,"[0.6678801630044333, -0.2252147959803779, -0.4316616922957243, 0.04094814472370505, 0.12455060686793627, 0.24057035025176735, -0.26957528609772513, 0.1859728239534939, -0.2200962778899148, 0.2934617038532197]"
scene_1,item_9307,"[0.7253938556911863, 0.1887372757953586, -0.34059485402150913, 0.03471030359454868, -0.42303182505856235, 0.21043121554195152, -0.030371515645230135, -0.1670433360487657, -0.0021693939746592864, -0.2624966709337746]"
scene_2,item_9308,"[0.3227089768188086, -0.3802031048727343, 0.4822088159361507, -0.5656680340789461, -0.22812186292364053, 0.23554046009188903, -0.06676737451423628, -0.08531386743485751, -0.20401142212683301, -0.19473817566652243]"
scene_0,item_9309,"[0.4498334809040743, -0.47982237963101254, -0.1254081219490146, -0.16357581123784523, -0.10632427730459942, 0.07633537857766112, -0.5261688594817354, -0.03271516224756904, 0.19901723700604498, -0.4362021633009205]"
scene_1,item_9310,"[0.5362822725311839, -0.28354165754736593, -0.15964110130818085, -0.4956022249567405, -0.08577730816558965, -0.21444327041397418, 0.38599788674515356, -0.35264004468075755, 0.17155461633117938, -0.06909838713339168]"
scene_2,item_9311,"[0.2947689511884378, 0.396429930318625, -0.006368352294275078, 0.2754312367273981, -0.45215301289353216, -0.2435894752560226, 0.01432879266211897, 0.33911475967014915, 0.5476782973076587, -0.03343384954494429]"
scene_0,item_9312,"[-0.4329248289238268, 0.45378867610087864, -0.2138544335647819, 0.477260504175062, 0.015647885382788936, -0.03911971345697231, -0.40945300084964337, -0.018255866279920412, 0.10171125498812794, -0.39119713456972305]"
scene_1,item_9313,"[0.4556941995211028, 0.22587956647368465, -0.10007322565289826, 0.34882667227581693, 0.3488266722758169, 0.08863628557828135, 0.4346037228354441, 0.2945012069213863, 0.4403221928727525, 0.10293246067155257]"
scene_2,item_9314,"[0.0666091605048409, -0.21994512829738777, 0.4628012074590868, 0.5544450109163317, -0.5200785846198649, -0.24514717424813015, -0.013746570518586753, -0.23598279390240567, -0.19245198726021429, -0.045821901728622494]"
scene_0,item_9315,"[0.12425237951337652, -0.06902909972965361, 0.21694859915034, 0.2938667388490969, 0.1380581994593073, -0.12030785952882488, -0.6962077772733638, 0.390507478470612, 0.21300407916578834, 0.3609235785864747]"
scene_1,item_9316,"[0.4722362678678329, -0.42297421114780714, 0.36861607959467524, -0.07644112249659164, 0.16477308627043086, 0.4467558937023023, 0.19704822688010296, -0.08153719732969782, 0.22252860104563346, -0.36691738798363993]"
scene_2,item_9317,"[0.3202986428202538, -0.2203121334985598, 0.28184074735851794, 0.5180312328209379, 0.2084033695256646, -0.09725490577864353, 0.017863145959342706, 0.10519408176057359, -0.6271949025724766, -0.20840336952566466]"
scene_0,item_9318,"[0.37849805072691584, -0.15770752113621492, 0.1598102880846978, -0.22079052959070095, 0.5088696015328535, 0.02733597033027728, 0.6581660548751371, 0.05046640676358875, -0.1913517923119408, 0.15981028808469777]"
scene_1,item_9319,"[0.5164224530578381, -0.14926642111716176, 0.111120557942776, 0.18243673692097548, 0.4129704317574809, 0.04146289475476715, 0.28360620012260734, -0.39140972648500194, -0.49092067389644306, -0.13599829479563627]"
scene_2,item_9320,"[0.8062877205707398, -0.2486839047915978, 0.1715061412355846, 0.32014479697309134, -0.08289463493053262, -0.014292178436298751, 0.30299418284953294, 0.014292178436298672, -0.08575307061779235, -0.22295798360625999]"
scene_0,item_9321,"[-0.11486305207543149, 0.03492357301160419, -0.006548169939675762, 0.08730893252901041, 0.408169259573124, 0.31649488041766294, -0.1484251852993178, -0.79232856270077, 0.22918594788865254, -0.09385710246868627]"
scene_1,item_9322,"[0.4804427280741125, 0.019346687036541417, -0.15154904845290793, -0.15154904845290795, 0.34179147097889867, -0.006448895678847124, -0.5223605499866188, 0.0870600916644365, -0.4772182802346889, -0.3127714404240866]"
scene_2,item_9323,"[-0.10944430926345747, -0.18656339593516652, 0.3519264059686095, 0.40916744790326287, 0.40492737072291823, -0.016960308721378832, -0.11448208386930667, -0.373126791870333, -0.35192640596860947, -0.4706485670182609]"
scene_0,item_9324,"[0.5969504021182894, 0.35702775246309176, -0.16280465512316986, 0.11996132482759878, -0.45413930113305273, 0.19422309733992188, 0.1485235450246461, 0.2827659799507687, 0.17994198724139826, 0.31132820014781604]"
scene_1,item_9325,"[-0.05075776049655136, 0.18778536351995095, -0.600913163263843, 0.31454048389591777, -0.35913950773190617, -0.23707902144393803, -0.12206048628796812, 0.3567921906879068, 0.4107804826998927, 0.0774614624519798]"
scene_2,item_9326,"[0.5401930942679452, -0.4324646829045307, -0.10654926970111625, 0.26637317425279067, -0.018802812300197057, 0.025070416400262606, 0.23816895580249522, 0.24130275785252797, 0.03447182255036107, -0.5672181710559425]"
scene_0,item_9327,"[0.46907334728673655, 0.4212973582112356, 0.25190976057991404, 0.2823126627188692, -0.4169540864770992, -0.14332796722650284, -0.23453667364336833, -0.07817889121445619, 0.22585013017509548, 0.3908944560722804]"
scene_1,item_9328,"[-0.2828209927174998, -0.084910628387006, 0.114879085464773, 0.5943743987090421, 0.444532113320208, 0.5544164559386864, 0.029968457077766863, 0.1798107424666009, -0.08990537123330045, -0.004994742846294454]"
scene_2,item_9329,"[0.687337539498997, -0.10562195407793287, -0.3020787886628879, -0.06126073336520106, -0.07182292877299434, -0.12463390581196071, 0.26194244611327333, -0.4583992806982285, -0.3422151312125024, 0.06971048969143563]"
scene_0,item_9330,"[0.49116812349146516, -0.052251266187852786, 0.44600187924631446, -0.013062816546963243, 0.3788216798619323, 0.2593902142896975, -0.020527283145227893, -0.3676249799645353, 0.1623521485122567, 0.42920682940021887]"
scene_1,item_9331,"[0.5668974396663276, 0.37838873813650176, -0.0978591564146125, 0.2462788769767748, -0.20387324253044276, -0.15657465026338008, -0.39143662565845005, -0.47787888049135774, -0.1321098611597269, 0.009785915641461241]"
scene_2,item_9332,"[-0.1909941093701355, -0.49964223234357624, 0.30137150522310946, 0.30137150522310935, -0.09516994901782398, -0.5287219389879113, 0.2167759949850436, -0.015861658169637357, 0.13218048474697783, 0.422977551190329]"
scene_0,item_9333,"[0.07601249006596161, -0.023226038631266096, 0.2808239216325806, 0.4032884889610742, -0.4265145275923403, -0.4286259856497282, -0.19636559933706757, 0.16258227041886245, -0.23226038631266063, -0.5173072240600168]"
scene_1,item_9334,"[0.3778018298084897, 0.30351495316075294, 0.0021224821899352977, -0.0424496437987067, 0.16343112862502077, 0.500905796824739, 0.0021224821899353276, -0.6133973528913118, -0.21861566556333956, 0.24833041622243426]"
scene_2,item_9335,"[-0.10623374891489595, 0.16314468583359015, 0.18970312306231413, -0.3414656215121654, 0.4780518701170316, -0.007588124922492645, -0.1555565609110975, -0.0872634366086644, -0.7398421799430251, -0.04173468707370917]"
scene_0,item_9336,"[0.714714208772023, -0.13266831766863046, -0.18282341337262492, 0.05986253358218694, -0.18120550705959285, -0.22003525857236278, 0.2281247901375231, 0.06633415883431526, -0.45948539290111046, 0.2928410426588063]"
scene_1,item_9337,"[0.706260558884863, 0.335393142118839, -0.12577242829456461, 0.06772361523553476, -0.20317084570660443, 0.2870191312363141, 0.1967209775889344, -0.13222229641223462, 0.1967209775889344, -0.38699208706019894]"
scene_2,item_9338,"[0.33752783544047443, -0.11059442643487455, 0.07826682486160352, -0.0051043581431480375, 0.03743195971641906, 0.7877726067591833, 0.24330773815672396, -0.1854583458677127, -0.19056270401086073, -0.34029054287653704]"
scene_0,item_9339,"[0.0626770657587872, -0.0062524782887772865, 0.09170301490206677, 0.36264374074908223, -0.689856771195093, 0.21883674010720477, 0.3251288710164186, 0.17715355151535622, -0.19174266752250324, -0.39807445105215344]"
scene_1,item_9340,"[0.7279195307092401, -3.718856965393383e-17, 0.08669678648446487, 0.3336512691977892, -0.4676372119465077, -0.0367804548721973, 0.1865294497090002, 0.16288487157687345, 0.09457831252850715, 0.2469544827133243]"
scene_2,item_9341,"[0.5125024775871988, -0.03964712166538847, -0.08177218843486381, 0.475765459984662, -0.0396471216653885, -0.6120524407094351, 0.06442657270625629, 0.1437208160370332, -0.052036847185822396, -0.31469902821902124]"
scene_0,item_9342,"[0.12598155385927268, 0.2965364423743832, -0.4379084672272868, -0.03965312892215585, -0.46376920348086664, 0.23791877353293533, 0.16206061385576756, 0.12413153401718366, 0.4672173016480106, 0.41377178005727894]"
scene_1,item_9343,"[0.1337326452751962, -0.19953759771219745, 0.014859182808355078, 0.19316937650861674, 0.07854139484416282, 0.6644177455735938, 0.44365274384946035, -0.46488014786139625, 0.1209962028680346, -0.17194197249668083]"
scene_2,item_9344,"[0.04496662700236551, 0.036548434661775334, -0.3404775229018023, 0.3962619758066173, -0.1885129787817888, -0.5328377053321991, 0.09425648939089443, -0.47320604877877603, 0.3635607447934499, -0.19813098790330866]"
scene_0,item_9345,"[0.5122775768751182, 0.1747974013072112, -0.4941999255140244, 0.03972668211527524, 0.44176070512186105, -0.3130462550683691, 0.17956460316104422, 0.19386620872254334, -0.2701414383838719, 0.1589067284611011]"
scene_1,item_9346,"[0.11107550104648785, 0.7386520819591443, -0.05183523382169436, 0.37950796190883346, -0.01666132515697317, -0.28139126931776925, -0.2332585521976245, -0.11477801774803746, 0.3221189530348148, -0.21104345198832694]"
scene_2,item_9347,"[0.17816061277943532, -0.09637041964033312, 0.025360636747456117, -0.6018924454729577, -0.48354280731816274, -0.2147200577951282, 0.34321395064890575, -0.3990073514933091, 0.1200403472712921, 0.15723594783422773]"
scene_0,item_9348,"[0.44862444063576584, 0.3197778746974379, 0.3132849229269316, 0.1947885531151906, 0.12174284569699412, 0.13148227335275364, 0.21751388431196286, -0.339256730008957, 0.47073900336171065, -0.37983767857462175]"
scene_1,item_9349,"[0.4270074354439017, -0.08705976839147511, 0.24459649214747767, -0.2591064535460569, -0.08084121350636973, 0.008291406513473789, 0.28812637634321525, -0.4270074354439017, 0.07876836187800129, -0.6363654499091156]"
scene_2,item_9350,"[0.27539420817713295, 0.07399459858499363, -0.009547690139999182, 0.5394444929099537, 0.09070305632999223, 0.3365560774349712, 0.18140611265998446, 0.4010029858799655, -0.2983653168749744, 0.4726106619299595]"
scene_0,item_9351,"[0.7637999163177519, 0.09360624272019252, 0.14779933061083025, -0.18228584108669063, 2.324611448134667e-17, -0.16914812281017239, 0.12152389405779376, 0.2364789289773284, 0.11823946448866417, -0.4893800058003046]"
scene_1,item_9352,"[0.6896265337565384, -0.2455750003221042, 0.06562780181021752, -0.012702155189074341, -0.21593663821426407, -0.2794474141596358, 0.04234051729691449, -0.2582771555111786, -0.16512801745796665, 0.4890329747793627]"
scene_2,item_9353,"[0.40879393554227583, -0.36471497794807745, 0.29906628191742357, 0.00486286637264105, 0.40848077530184684, -0.4498151394692956, 0.20667182083724395, -0.007294299558961593, 0.35985211157543645, 0.2625947841226157]"
scene_0,item_9354,"[-0.06241210758223121, -0.0023115595400826604, -0.10402017930371861, -0.06934678620247912, -0.2658293471095031, -0.2958796211305774, -0.3606032882528912, -0.09708550068347069, -0.31206053791115584, -0.7651262077673525]"
scene_1,item_9355,"[0.35178730293724697, 0.22585469228541474, 0.3684997610972557, -0.312036088025902, 0.5052012853752699, -0.12184266294344741, 0.2436853258868948, 0.13372975201110082, -0.4041610283002158, -0.2852901376236819]"
scene_2,item_9356,"[0.6695478491058211, -0.07565527845452473, -0.12677370984271713, 0.2719500549851834, 0.18402635299749256, -0.482557992304536, -0.00613421176658312, 0.31284480009573723, -0.21469741183040794, 0.21265267457488027]"
scene_0,item_9357,"[0.5121714930621472, -0.05651358314341843, -0.18548047800916817, 0.3738590884872296, 0.18113327930582832, -0.3782062871905694, -0.3332852339227241, 0.24344312738703325, -0.23764686244924674, 0.3970441482383757]"
scene_1,item_9358,"[-0.3536857716345153, 0.4983754054849988, 0.5420119617256208, -0.03444991282154371, -0.443255544970529, 0.1079430601741702, 0.2847859459914279, 0.11253638188370942, -0.10334973846463112, -0.1377996512861748]"
scene_2,item_9359,"[0.47020349250496846, -0.4007416129303709, 0.058775436563121036, -0.024044496775822318, -0.1683114774307558, 0.3633390623902029, 0.20571402797092372, 0.4675318817520993, -0.34463778712011894, -0.27250429679265215]"
scene_0,item_9360,"[0.44744098251695175, 0.152313398988743, -0.11568106252309593, 0.43380398446160967, 0.09447286772719499, 0.11182502710565934, 0.2564263552595292, -0.5591251355282969, 0.3913875948698078, -0.14845736357130637]"
scene_1,item_9361,"[0.6188087666697533, 0.035723550268973045, -0.12354394468019843, 0.5671113605199471, 0.2009449702629734, 0.3929590529587035, 0.21285282035263106, 0.00893088756724325, 0.09972824450088309, -0.16968686377762193]"
scene_2,item_9362,"[-0.3450887002381367, 0.17524035558967876, -0.1752403555896788, 0.23724848141371893, -0.26960054706104436, -0.3316086728850845, -0.29116859082592783, -0.4879769901804902, -0.22916046500188775, 0.45292891906255445]"
scene_0,item_9363,"[-0.22122955284635706, 0.22816485660414737, -0.032351733399095556, 0.5465740221636666, 0.14132599326973308, -0.12089331954398855, -0.3711935726843592, 0.14473143889069048, -0.2622193128137217, -0.5806284783732408]"
scene_1,item_9364,"[-0.24337109700958018, -0.11062322591344555, 0.3490777351046503, -0.27778721173820764, 0.6932388823909253, 0.02704123300106447, 0.1720805736431375, 0.0712905233664427, -0.45970096101809577, 0.04670758427456586]"
